,postcode,locality,Long_precise,Lat_precise,distance,duration
6694,3207,GARDEN CITY,144.919805,-37.8366289,143635.3,7071.1
6695,3207,PORT MELBOURNE,144.9226452,-37.8315264,142565.5,7038.6
6696,3211,LITTLE RIVER,144.4561033,-37.9368044,Unknown,Unknown
7177,3335,BONNIE BROOK,144.66,-37.6914,175461.1,8364.2
7178,3335,GRANGEFIELDS,144.639,-37.7054,175096.3,8319.7
7179,3335,PLUMPTON,144.6630148,-37.6731215,177559.6,8465.1
7180,3335,ROCKBANK,144.652914,-37.7304579,173117.2,8243.3
7181,3335,THORNHILL PARK,144.624,-37.7457,177156.3,8390.9
7185,3337,HARKNESS,144.564,-37.6669,183659.9,8813.5
7186,3337,KURUNJANG,144.585,-37.672,181149.2,8728.3
7187,3337,MELTON,144.612,-37.677,180322.4,8607.8
7188,3337,MELTON WEST,144.5500157,-37.68298,182922.8,8680.3
7189,3337,TOOLERN VALE,144.593056,-37.608056,188638.3,8932.2
7190,3338,BROOKFIELD,144.5382417,-37.6999038,184842.9,8926.4
7191,3338,COBBLEBANK,144.602,-37.7062,178853.6,8479.6
7192,3338,EXFORD,144.5349356,-37.7185795,188618.8,9366.5
7193,3338,EYNESBURY,144.5640379,-37.7471636,183093.5,8696.7
7194,3338,MELTON SOUTH,144.571944,-37.703056,181470.1,8697.4
7195,3338,STRATHTULLOH,144.596,-37.7408,180543.6,8588.5
7196,3338,WEIR VIEWS,144.576,-37.732,183831.9,8759.8
7197,3340,BACCHUS MARSH,144.4463206,-37.6763789,193461.8,9174.3
7198,3340,BALLIANG,144.3840601,-37.8622199,202051.7,9953.5
7199,3340,BALLIANG EAST,144.4344864,-37.793087,199009.4,9751.2
7200,3340,COIMADAI,144.446526,-37.604118,202572.3,9583.9
7201,3340,DARLEY,144.437222,-37.654722,194929.7,9101.8
7202,3340,GLENMORE,144.3122204,-37.7128105,212630.5,10603.8
7203,3340,HOPETOUN PARK,144.5053764,-37.6978954,188165.3,8846.0
7204,3340,LONG FOREST,144.5053764,-37.65126,191067.5,8936.5
7205,3340,MADDINGLEY,144.4089115,-37.6837782,199942.9,9578.9
7206,3340,MERRIMU,144.4725244,-37.6585786,197179.9,9450.1
7207,3340,PARWAN,144.45,-37.716667,195498.4,9314.5
7208,3340,ROWSLEY,144.376119,-37.7216385,206727.4,9891.4
7209,3340,STAUGHTON VALE,144.282,-37.8397,215548.0,10788.3
7210,3341,DALES CREEK,144.3016359,-37.5236148,218545.4,10097.2
7211,3341,GREENDALE,144.316944,-37.566944,212364.9,9666.2
7212,3341,KOROBEIT,144.3412497,-37.5851686,210024.3,9591.8
7213,3341,MYRNIONG,144.333333,-37.616667,206620.5,9533.6
7214,3341,PENTLAND HILLS,144.3451301,-37.6344134,203490.9,9384.2
7658,3427,DIGGERS REST,144.6862995,-37.6153848,Unknown,Unknown
7659,3427,PLUMPTON,144.686,-37.6154,Unknown,Unknown
7660,3428,BULLA,144.7961441,-37.6342319,169978.1,8603.7
7661,3429,SUNBURY,144.713889,-37.581111,180791.4,9050.7
7662,3429,WILDWOOD,144.7935,-37.5718,177963.3,8913.6
7663,3430,CLARKEFIELD,144.8071366,-37.497542,190655.0,9727.4
7664,3431,RIDDELLS CREEK,144.6753231,-37.4525468,205289.6,9982.8
7665,3432,BOLINDA,144.7741635,-37.439438,Unknown,Unknown
7667,3434,CHEROKEE,144.633333,-37.383333,Unknown,Unknown
7668,3434,KERRIE,144.6698355,-37.3803808,211257.9,10921.8
7669,3434,ROMSEY,144.7428496,-37.3506332,207036.3,10325.0
7670,3434,SPRINGFIELD,144.8181305,-37.3230084,219856.5,11038.4
7671,3435,BENLOCH,144.6862995,-37.2029416,226731.3,11464.3
7672,3435,GOLDIE,144.7961441,-37.2591504,233691.7,11468.8
7673,3435,LANCEFIELD,144.728396,-37.2769748,215817.1,10945.3
7674,3435,NULLA VALE,144.7460094,-37.1897923,Unknown,Unknown
7675,3437,BULLENGAROOK,144.483333,-37.516667,212082.3,9819.6
7676,3437,GISBORNE,144.588889,-37.49,194490.1,9442.0
7677,3437,GISBORNE SOUTH,144.606389,-37.538611,190082.3,9194.2
7678,3438,NEW GISBORNE,144.620463,-37.4618532,199751.5,9619.2
7679,3440,MACEDON,144.5546793,-37.4205517,204675.9,9688.7
7680,3441,MOUNT MACEDON,144.5985292,-37.3981393,205488.8,9929.8
7681,3442,ASHBOURNE,144.446111,-37.386944,220305.2,10552.7
7682,3442,CADELLO,144.5272851,-37.3033974,Unknown,Unknown
7683,3442,CARLSRUHE,144.5,-37.283333,221238.6,10349.7
7684,3442,COBAW,144.633333,-37.266667,226191.6,10960.8
7685,3442,HANGING ROCK,144.5944289,-37.334892,215633.5,10196.9
7686,3442,HESKET,144.616667,-37.35,217834.6,10367.6
7687,3442,NEWHAM,144.6,-37.316667,Unknown,Unknown
7688,3442,ROCHFORD,144.683333,-37.316667,226665.9,10928.0
7689,3442,WOODEND,144.5244238,-37.3613204,211333.1,10060.6
7690,3442,WOODEND NORTH,144.5382417,-37.3259093,215116.0,10173.5
8538,3658,BROADFORD,145.063089,-37.2110528,220922.6,10540.1
8539,3658,CLONBINANE,145.063089,-37.2110528,220922.6,10540.1
8540,3658,FLOWERDALE,145.3288655,-37.3190608,Unknown,Unknown
8541,3658,HAZELDENE,145.2789336,-37.3632656,Unknown,Unknown
8542,3658,REEDY CREEK,145.1486206,-37.2652467,Unknown,Unknown
8543,3658,STRATH CREEK,145.2212,-37.2365,202932.9,11028.0
8544,3658,SUGARLOAF CREEK,145.038,-37.1339,228942.4,11316.6
8545,3658,SUNDAY CREEK,145.0438252,-37.2441508,215461.5,10233.6
8546,3658,TYAAK,145.1431018,-37.2209691,226817.1,10850.3
8547,3658,WATERFORD PARK,145.0665658,-37.3006634,210497.1,10160.2
8926,3750,WOLLERT,144.9942305,-37.5891893,176338.7,9059.5
8927,3751,WOODSTOCK,145.0603633,-37.5365105,Unknown,Unknown
8928,3752,MORANG SOUTH,145.089563,-37.651389,155702.7,8121.8
8929,3752,SOUTH MORANG,145.082419,-37.6377485,158225.7,8457.8
8930,3753,BEVERIDGE,144.9832134,-37.4822825,188895.6,9481.1
8931,3754,DOREEN,145.146,-37.605,158280.8,8083.1
8932,3754,MERNDA,145.103791,-37.5892795,163527.0,8602.9
8933,3755,YAN YEAN,145.1486206,-37.5474779,Unknown,Unknown
8934,3756,CHINTIN,144.8344934,-37.3906207,209128.5,10251.7
8935,3756,DARRAWEIT GUIM,144.9,-37.4,202680.0,10049.4
8936,3756,HIDDEN VALLEY,144.9903551,-37.3952162,197737.6,9875.6
8937,3756,UPPER PLENTY,145.0603633,-37.4238058,193269.6,9698.9
8938,3756,WALLAN,144.9798236,-37.4066923,194412.3,9600.1
8939,3756,WALLAN EAST,145.007146,-37.417287,191346.2,9667.5
8940,3757,BRUCES CREEK,145.125666,-37.5191073,173276.6,9272.9
8941,3757,EDEN PARK,145.07,-37.489,178053.5,9424.6
8942,3757,HUMEVALE,145.175,-37.497,178681.6,9534.3
8943,3757,KINGLAKE CENTRAL,145.325409,-37.493954,173584.0,9361.9
8944,3757,KINGLAKE WEST,145.233333,-37.466667,Unknown,Unknown
8945,3757,PHEASANT CREEK,145.283333,-37.483333,175504.8,9296.8
8946,3757,WHITTLESEA,145.113889,-37.513889,172311.7,8987.5
8947,3758,HEATHCOTE JUNCTION,145.0438252,-37.3853254,199285.5,10092.7
8948,3758,WANDONG,145.0399797,-37.336023,205569.6,10069.3
8949,3759,PANTON HILL,145.2424941,-37.6400391,149392.8,7630.7
8950,3760,SMITHS GULLY,145.2867055,-37.6267001,155347.6,8141.2
8953,3763,KINGLAKE,145.3591263,-37.518382,169687.8,9129.2
8954,3763,MOUNT SLIDE,145.3760672,-37.5550514,166363.0,8765.6
8955,3764,FORBES,144.8841246,-37.3078202,220651.0,10795.3
8956,3764,GLENAROUA,144.9618719,-37.0580067,246930.6,12365.4
8957,3764,HIGH CAMP,144.8937671,-37.1932159,Unknown,Unknown
8958,3764,KILMORE,144.9497232,-37.3016566,212294.0,10205.3
8959,3764,KILMORE EAST,144.9811479,-37.2930364,216714.4,10591.2
8960,3764,MORANDING,144.9501708,-37.2360979,Unknown,Unknown
8961,3764,TANTARABOO,144.8250025,-37.2372199,Unknown,Unknown
8962,3764,WILLOWMAVIN,144.8717467,-37.25543,223083.0,10893.5
8963,3765,MONTROSE,145.353065,-37.8083883,135061.9,6699.4
8964,3766,KALORAMA,145.3862638,-37.8194936,139227.0,7034.9
8965,3767,MOUNT DANDENONG,145.3420015,-37.8421584,127793.9,7675.5
8966,3770,COLDSTREAM,145.383,-37.734,133636.5,7447.3
8967,3770,GRUYERE,145.45,-37.734,132686.9,7080.3
8968,3770,YERING,145.3582514,-37.7002209,Unknown,Unknown
8969,3775,CHRISTMAS HILLS,145.3173,-37.6515,154599.4,7807.9
8970,3775,DIXONS CREEK,145.416667,-37.6,161328.2,8176.0
8971,3775,STEELS CREEK,145.374,-37.594,160710.1,8251.6
8972,3775,TARRAWARRA,145.4363814,-37.6469756,Unknown,Unknown
8973,3775,YARRA GLEN,145.371944,-37.648889,154199.6,7889.1
8974,3777,BADGER CREEK,145.538,-37.685,134785.7,7237.2
8975,3777,CASTELLA,145.433333,-37.524722,158616.0,8507.0
8976,3777,CHUM CREEK,145.488,-37.606,143399.1,7809.9
8977,3777,HEALESVILLE,145.513889,-37.656111,137037.1,7382.6
8978,3777,HEALESVILLE MAIN STREET,145.515,-37.6565,136793.8,7404.8
8979,3777,HEALESVILLE POST SHOP,145.515,-37.6541,137173.8,7379.4
8980,3777,MOUNT TOOLEBEWONG,145.572,-37.702,138948.8,7360.1
8981,3777,TOOLANGI,145.466667,-37.533333,154449.1,8328.0
8982,3778,FERNSHAW,145.6383617,-37.616115,Unknown,Unknown
8983,3778,NARBETHONG,145.6710457,-37.5233314,164589.4,8873.0
8986,3781,COCKATOO,145.492,-37.935,99432.1,5255.0
8987,3781,MOUNT BURNETT,145.5145727,-37.9767584,94618.6,4966.6
8988,3781,NANGANA,145.533333,-37.866667,109400.4,5887.9
8989,3782,AVONSLEIGH,145.481944,-37.925,101434.6,5427.8
8990,3782,CLEMATIS,145.4222435,-37.9322058,106524.5,5762.7
8991,3782,EMERALD,145.436944,-37.933056,104952.7,5657.1
8992,3782,MACCLESFIELD,145.477,-37.883,107803.5,5830.2
8993,3783,GEMBROOK,145.6023644,-37.9524044,Unknown,Unknown
8994,3785,TREMONT,145.3171139,-37.8782906,Unknown,Unknown
8995,3786,FERNY CREEK,145.3309395,-37.8759058,121340.4,6730.2
8996,3787,SASSAFRAS,145.353065,-37.8645935,120501.2,6479.6
8997,3787,SASSAFRAS GULLY,145.3538556,-37.8622113,120584.1,6470.7
8998,3788,OLINDA,145.3751961,-37.8532703,122376.7,6558.9
8999,3789,SHERBROOKE,145.3641298,-37.8963853,115314.5,5980.0
9000,3791,KALLISTA,145.4111713,-37.9051015,119193.3,6385.3
9001,3792,THE PATCH,145.3973329,-37.8887708,113474.6,6181.5
9002,3793,MONBULK,145.4360858,-37.8689357,113252.8,6364.0
9003,3795,SILVAN,145.4305486,-37.8342877,120491.7,6613.5
9004,3796,MOUNT EVELYN,145.3917982,-37.7791563,141375.3,7281.5
9005,3797,GILDEROY,145.7249828,-37.851396,Unknown,Unknown
9006,3797,GLADYSDALE,145.65,-37.816667,130892.5,7149.3
9007,3797,POWELLTOWN,145.753,-37.865,154208.3,7356.4
9008,3797,THREE BRIDGES,145.683333,-37.833333,134977.9,7492.7
9009,3797,YARRA JUNCTION,145.606,-37.779,129834.0,6853.7
9010,3799,BIG PATS CREEK,145.750833,-37.7638978,145899.7,7996.6
9011,3799,EAST WARBURTON,145.7421233,-37.7370439,144736.1,7885.6
9012,3799,MCMAHONS CREEK,145.8360275,-37.6980957,156038.8,8404.5
9013,3799,MILLGROVE,145.6507039,-37.7448481,136928.1,7498.2
9014,3799,REEFTON,145.8535353,-37.6687532,160758.7,8568.9
9015,3799,WARBURTON,145.6948397,-37.7525378,139260.7,7487.4
9016,3799,WESBURN,145.647,-37.767,134071.2,7134.7
9017,3800,MONASH UNIVERSITY,145.1362485,-37.9105599,120526.0,5753.0
9018,3802,ENDEAVOUR HILLS,145.2590707,-37.9780214,108401.8,5180.5
9019,3803,HALLAM,145.2756505,-38.0069505,101746.2,4972.7
9020,3804,NARRE WARREN EAST,145.367,-37.961,107915.9,5358.7
9021,3804,NARRE WARREN NORTH,145.314,-37.982,101666.3,4940.8
9022,3805,FOUNTAIN GATE,145.3038409,-38.0175584,98513.0,4794.8
9023,3805,NARRE WARREN,145.3032906,-38.0302499,98167.6,4832.6
9024,3805,NARRE WARREN SOUTH,145.303,-38.055,93922.9,4700.8
9025,3806,BERWICK,145.3437469,-38.0309443,94928.8,4671.2
9026,3806,HARKAWAY,145.344,-37.999,98908.6,5024.4
9027,3807,BEACONSFIELD,145.371,-38.049,92534.2,4533.0
9028,3807,GUYS HILL,145.386,-38.017,96667.3,4811.8
9029,3808,BEACONSFIELD UPPER,145.4237893,-37.9982063,94831.1,5049.9
9030,3808,DEWHURST,145.4665466,-37.9844362,102040.8,5410.8
9031,3809,OFFICER,145.415089,-38.0611204,87598.4,4399.9
9032,3809,OFFICER SOUTH,145.4132472,-38.1003957,Unknown,Unknown
9033,3810,PAKENHAM,145.4851308,-38.073568,81283.9,4141.5
9034,3810,PAKENHAM SOUTH,145.5025595,-38.134338,Unknown,Unknown
9035,3810,PAKENHAM UPPER,145.5025595,-38.0034676,91085.5,4830.2
9036,3810,RYTHDALE,145.456,-38.15,74209.0,3646.4
9037,3812,MARYKNOLL,145.602,-38.032,92888.0,4829.5
9038,3812,NAR NAR GOON,145.575,-38.081944,86419.2,4230.3
9039,3812,NAR NAR GOON NORTH,145.551,-38.019,94112.3,4616.4
9040,3813,TYNONG,145.616667,-38.083333,90067.5,4395.9
9041,3813,TYNONG NORTH,145.6294143,-38.0345542,95088.2,5389.3
9042,3814,CORA LYNN,145.605833,-38.145278,76951.9,3857.3
9043,3814,GARFIELD,145.6800684,-38.0999051,88940.0,4557.5
9044,3814,GARFIELD NORTH,145.683333,-38.05,Unknown,Unknown
9045,3814,VERVALE,145.666667,-38.133333,84162.1,4231.1
9046,3815,BUNYIP,145.7189396,-38.1000508,89565.5,4405.8
9047,3815,BUNYIP NORTH,145.7467832,-38.0738337,Unknown,Unknown
9048,3815,IONA,145.683333,-38.15,85857.3,4482.0
9049,3815,TONIMBUK,145.7182515,-38.0206756,98761.8,5109.6
9050,3816,LABERTOUCHE,145.805379,-38.0306894,Unknown,Unknown
9051,3816,LONGWARRY,145.7663288,-38.1110794,93868.1,4566.9
9052,3816,LONGWARRY NORTH,145.763398,-38.0759968,99989.8,4944.0
9053,3816,MODELLA,145.716667,-38.183333,85393.3,4166.2
9135,3833,ADA,145.8518624,-37.8422187,Unknown,Unknown
9136,3833,BAW BAW,146.0696009,-37.7865626,159783.2,8470.4
9137,3833,BAW BAW VILLAGE,146.2580015,-37.8414614,Unknown,Unknown
9138,3833,GENTLE ANNIE,145.8366147,-37.9383977,141130.2,8434.6
9139,3833,ICY CREEK,146.1,-37.883333,150845.1,7472.6
9140,3833,LOCH VALLEY,145.9977047,-37.8402239,145006.5,7033.9
9141,3833,MT BAW BAW,146.2736111,-37.8383333,186737.6,9749.2
9142,3833,NOOJEE,146.0,-37.883333,139481.5,6812.9
9143,3833,PIEDMONT,145.9442113,-37.8938569,136184.7,6574.0
9144,3833,TANJIL BREN,146.1775,-37.824722,169898.4,8595.0
9145,3833,TOORONGO,146.0868854,-37.7755298,161635.7,8692.7
9146,3833,VESPER,146.0640244,-37.8742225,148706.7,7488.9
9636,3975,LYNBROOK,145.252,-38.05,95887.6,4914.2
9637,3975,LYNDHURST,145.2424941,-38.0704681,95234.7,4932.6
9638,3976,HAMPTON PARK,145.2756505,-38.0349647,97761.4,5057.0
9651,3978,CARDINIA,145.423,-38.147,77223.1,3885.2
9652,3978,CLYDE,145.327,-38.132,84601.0,4221.7
9653,3978,CLYDE NORTH,145.3484256,-38.1062834,89131.1,4670.3
9658,3980,BLIND BIGHT,145.339912,-38.2138627,79421.3,3939.4
9659,3980,TOORADIN,145.38,-38.211111,73216.5,3615.5
9660,3980,WARNEET,145.309,-38.224,82266.5,4148.2
9661,3981,BAYLES,145.575,-38.182,72502.2,3633.6
9662,3981,CATANI,145.65,-38.183333,Unknown,Unknown
9663,3981,DALMORE,145.425,-38.19,72828.6,3620.8
9664,3981,HEATH HILL,145.692,-38.244,67204.0,3610.0
9665,3981,KOO WEE RUP,145.489,-38.198,64725.5,3306.0
9666,3981,KOO WEE RUP NORTH,145.5385871,-38.1486911,Unknown,Unknown
9667,3981,YANNATHAN,145.633333,-38.233333,Unknown,Unknown
9668,3984,ADAMS ESTATE,145.5323505,-38.4256676,36819.4,2193.0
9669,3984,CALDERMEADE,145.576448,-38.2380228,Unknown,Unknown
9670,3984,CORINELLA,145.463777,-38.4242265,35806.7,2088.3
9671,3984,CORONET BAY,145.45,-38.433333,34878.1,2255.5
9672,3984,GRANTVILLE,145.533333,-38.4,38701.0,2242.5
9673,3984,JAM JERRUP,145.5204241,-38.3217802,49577.3,2809.0
9674,3984,LANG LANG,145.566667,-38.266667,55493.2,2923.6
9675,3984,LANG LANG EAST,145.6523091,-38.2728983,64572.5,3629.0
9676,3984,MONOMEITH,145.5378941,-38.2155589,63374.3,3373.6
9677,3984,PIONEER BAY,145.5503685,-38.3805015,40681.6,2329.2
9678,3984,QUEENSFERRY,145.5011741,-38.4193115,35260.3,2099.8
9679,3984,TENBY POINT,145.473471,-38.4146878,37475.3,2292.7
9680,3984,THE GURDIES,145.5659261,-38.3863916,Unknown,Unknown
9681,3987,NYORA,145.6800684,-38.3054452,68378.3,3690.8
18525,9999,NORTH POLE,144.963937,-37.8152065,139795.0,6787.4
